Product,Aliexpress Link,Website Link,Product Cost,Selling Price,Profit,Min_profit,Max profit,Niche,Skill Level,Trend Score,Profit Score,Competition Score,Final Score,Thunderbird 1,Thunderbird 2,Thunderbird 3
Anti-Ageing Wand,https://www.aliexpress.com/item/1005006252929431.html?spm=a2g0o.productlist.main.2.3cd1ecu9ecu9oI&algo_pvid=9afcf094-c74a-4cc5-afc0-eeab18b1a15a&algo_exp_id=9afcf094-c74a-4cc5-afc0-eeab18b1a15a-1&pdp_ext_f=%7B%22order%22%3A%221731%22%2C%22eval%22%3A%221%22%7D&pdp_npi=4%40dis%21GBP%2181.03%2124.14%21%21%21760.86%21226.67%21%40211b807017481560772375895e0ddf%2112000036480183895%21sea%21UK%213982025827%21X&curPageLogUid=CND3ihVZpaKB&utparam-url=scene%3Asearch%7Cquery_from%3A,https://gamma.app/external-link?url=[https%3A%2F%2Fpuredailycare.com%2Fproducts%2Fnuderma-high-frequency-wand-tiktok-exclusive],£11.30,£90.00,£78.70,,,"Health & Wellness, Beauty, Makeup",Intermediate,34.6,14.4,26.4,75.5,"- **Opportunity Summary**: The Anti-Ageing Wand shows a strong profit margin of £78.74, indicating a lucrative potential in the health and wellness niche, particularly in beauty and makeup.

- **Why It's High/Low Scoring**: The trend score of 34.59 suggests growing interest in anti-ageing products, while the competition score of 26.44 indicates moderate competition, making it a promising yet manageable market.

- **Marketing Angle**: Emphasize the wand's effectiveness in promoting youthful skin, leveraging testimonials and before-and-after visuals to attract consumers seeking innovative beauty solutions.","1) **Winning Ad Angle:** ""Unlock Youthful Radiance: Transform Your Skin with Our Anti-Ageing Wand.""

2) **One-Line Hook:** ""Turn back the clock on your skin in just minutes a day!""

3) **Target Audience:** Women aged 30-55 who are interested in skincare, beauty, and anti-aging solutions.",#NAME?
Electronic Pet Ball,https://www.aliexpress.com/item/1005007235269191.html?spm=a2g0o.productlist.main.3.2d7a3RA53RA5hu&algo_pvid=77ced872-3c5d-4766-8bd1-4be7be7e79cd&algo_exp_id=77ced872-3c5d-4766-8bd1-4be7be7e79cd-2&pdp_ext_f=%7B%22order%22%3A%2224525%22%2C%22eval%22%3A%221%22%7D&pdp_npi=4%40dis%21GBP%212.45%212.45%21%21%213.20%213.20%21%40211b613917481564084254848e1aa3%2112000041774313489%21sea%21UK%213982025827%21X&curPageLogUid=XlCbXulXQOpK&utparam-url=scene%3Asearch%7Cquery_from%3A,https://gamma.app/external-link?url=[https%3A%2F%2Falizure.com%2Fproducts%2Finteractive-dog-ball],£4.40,£35.00,£30.60,,,"Dogs, Barkbox, Cats",Intermediate,33.5,5,22.9,61.4,"- **Opportunity Summary**: The Electronic Pet Ball targets pet owners, particularly dog and cat enthusiasts, offering an engaging toy that promotes exercise and mental stimulation for pets. 

- **Why It's High/Low Scoring**: The profit margin of £30.6 is strong, but the trend and competition scores suggest a saturated market with moderate growth potential, indicating a need for differentiation.

- **Marketing Angle**: Emphasize the ball's interactive features that enhance playtime, promote physical activity, and reduce boredom for pets, appealing to pet owners looking for innovative solutions to keep their animals entertained.","1) **Winning Ad Angle:** ""Transform playtime into a bonding experience with your pet, keeping them active and engaged even when you're busy.""

2) **One-Line Hook:** ""Unleash endless fun and companionship with our Electronic Pet Ball – the ultimate playmate for your furry friend!""

3) **Target Audience:** Pet owners (dog and cat lovers) aged 25-45, who are tech-savvy and seek innovative ways to keep their pets entertained and active.","- **Trend Score**: The high trend score indicates a growing interest in interactive and tech-driven pet products, reflecting consumer demand for innovative pet entertainment.  
- **Competition Score**: The high competition score suggests a saturated market with many similar products, making it challenging to stand out.  
- **Profit Score**: The high profit score of £30.6 indicates a strong margin, suggesting that the product can be sold at a premium relative to its production costs."
Weighted Blanket,Weighted Blanket Cotton All-Natural Machine Washable Nontoxic Glass Beads Soothing Comfort Gentle Pressure Sleep Aid Reinforced - AliExpress 15,Weighted Blankets UK | Lifetime Guarantee | Sensory Direct,£34.10,£160.00,£125.90,,,"Home & Living, Health & Wellness, Essential Oils",Intermediate,41.5,23.7,49.2,114.4,"- **Opportunity Summary**: The weighted blanket market shows a promising profit margin of £125.86, with a positive trend indicating growing consumer interest in home wellness products.

- **Why It's High/Low Scoring**: The trend score (1.38) suggests a strong upward trajectory, while the competition score (1.64) indicates moderate competition, making it a favorable opportunity for entry.

- **Marketing Angle**: Emphasize the health benefits of weighted blankets for improved sleep and anxiety relief, targeting consumers interested in home wellness and self-care.","1) **Winning Ad Angle:** Promote the blanket as a natural solution for stress relief and improved sleep quality, emphasizing its therapeutic benefits.

2) **One-Line Hook:** ""Wrap yourself in comfort and tranquility for the best night's sleep you've ever had!""

3) **Target Audience:** Adults aged 25-45, health-conscious individuals, parents seeking better sleep solutions for themselves and their children, and those interested in wellness and self-care products.","- **Trend Score**: The high trend score indicates a growing consumer interest in weighted blankets, likely due to increased awareness of their benefits for sleep and anxiety relief.  
- **Competition Score**: The high competition score suggests a saturated market with many brands and products available, making it challenging to stand out.  
- **Profit Score**: The high profit score reflects a strong potential for profitability, likely due to effective pricing strategies and consumer willingness to pay for quality."
Neck & Shoulder Massager,https://www.aliexpress.com/item/1005007512788964.html?spm=a2g0o.productlist.main.1.2be1260fWrraCA&aem_p4p_detail=2025052500092611972293953346720007380897&algo_pvid=f24b1f9c-b473-42dc-8143-b685cbc0be5c&algo_exp_id=f24b1f9c-b473-42dc-8143-b685cbc0be5c-0&pdp_ext_f=%7B%22order%22%3A%229084%22%2C%22eval%22%3A%221%22%7D&pdp_npi=4%40dis%21GBP%2177.30%2123.19%21%21%21725.82%21217.74%21%402103985c17481569666897357e4e1a%2112000041087769689%21sea%21UK%213982025827%21X&curPageLogUid=zoLQJpU4oy5R&utparam-url=scene%3Asearch%7Cquery_from%3A&search_p4p_id=2025052500092611972293953346720007380897_1,https://gamma.app/external-link?url=[https%3A%2F%2Fhizoo.co%2Fproducts%2Fhizoo-neck-massager],£13.80,£150.00,£136.20,,,"Retirement, Athletic, Knees",Intermediate,43,25.7,54.2,122.9,"- **Opportunity Summary**: The Neck & Shoulder Massager targets a niche market of retirees and athletes, addressing common pain points related to neck and shoulder tension, with a solid profit margin of £136.17.

- **Why It's High/Low Scoring**: The product has a moderate trend score (1.43) and competitive score (1.80), indicating a growing interest but also significant competition in the wellness and recovery market.

- **Marketing Angle**: Emphasize the massager's benefits for recovery and relaxation, highlighting its effectiveness for both active individuals and those seeking relief from age-related discomfort.","1) **Winning Ad Angle:** ""Relief and Recovery: The Ultimate Neck & Shoulder Massager for Active Lifestyles and Golden Years.""

2) **One-Line Hook:** ""Ease tension and enhance mobility—perfect for athletes and retirees alike!""

3) **Target Audience:** Active retirees and middle-aged athletes seeking relief from neck and shoulder pain.","- **Trend Score (High)**: The high trend score indicates a growing consumer interest in wellness and self-care products, particularly for neck and shoulder relief.  
- **Competition Score (High)**: The high competition score suggests a saturated market with many brands offering similar massagers, making it challenging to stand out.  
- **Profit Score (High)**: The high profit score reflects a strong margin on the product, indicating effective pricing strategies and demand that supports premium pricing."
Clean Gamer Chopsticks,https://www.aliexpress.com/item/1005005244967692.html?spm=a2g0o.productlist.main.3.822a25e9YDYY5N&algo_pvid=77bc8f56-abc1-4a79-9102-9dce4140092c&algo_exp_id=77bc8f56-abc1-4a79-9102-9dce4140092c-2&pdp_ext_f=%7B%22order%22%3A%222059%22%2C%22eval%22%3A%221%22%7D&pdp_npi=4%40dis%21GBP%210.60%210.60%21%21%215.65%215.65%21%4021038e6617481582578915257e276a%2112000032346312806%21sea%21UK%213982025827%21X&curPageLogUid=HuC575SH1wZq&utparam-url=scene%3Asearch%7Cquery_from%3A,SNACTIV LITE Finger Chopsticks for Gamers 4PC Bundle - As Seen on Shar on OnBuy,£0.60,£27.70,£27.10,,,"Gamer, Office worker, Graphic Designer",Intermediate,39,4.3,40.9,84.2,"- **Opportunity Summary**: Clean Gamer Chopsticks target a niche market of gamers and office workers, combining functionality with a unique gaming theme, presenting a profitable opportunity with a profit margin of £27.08.

- **Why It's High/Low Scoring**: The product scores moderately due to its intermediate skill level required for marketing and design, alongside a competitive landscape that may limit growth potential despite a solid trend.

- **Marketing Angle**: Position the chopsticks as a fun and quirky accessory for gamers, emphasizing their unique design and practicality for both gaming sessions and office use, appealing to the lifestyle of modern gamers and creative professionals.","1) **Winning Ad Angle:** ""Elevate your gaming experience with precision and style—perfect for gamers who appreciate both functionality and flair.""

2) **One-line Hook:** ""Level up your snack game with Clean Gamer Chopsticks—where gaming meets gourmet!""

3) **Target Audience:** Gamers, office workers, and graphic designers aged 18-35 who value unique, functional accessories that enhance their lifestyle.",#NAME?
Bumpinâ€™ Love Photo Lamp,https://www.aliexpress.com/item/1005006649988537.html?spm=a2g0o.productlist.main.22.63784110NVocot&aem_p4p_detail=202505250034151073264457848960007357508&algo_pvid=756a8d45-073c-44a0-8234-69f8c656a5e5&algo_exp_id=756a8d45-073c-44a0-8234-69f8c656a5e5-21&pdp_ext_f=%7B%22order%22%3A%221262%22%2C%22eval%22%3A%221%22%7D&pdp_npi=4%40dis%21GBP%2118.34%2118.34%21%21%21172.20%21172.20%21%402103956b17481584549775684e5563%2112000042868905517%21sea%21UK%213982025827%21X&curPageLogUid=RhAG7yah2VEH&utparam-url=scene%3Asearch%7Cquery_from%3A&search_p4p_id=202505250034151073264457848960007357508_10,https://makephotopuzzle.co.uk/products/wedding-gifts-photo-lamp-shades-custom-picture-light-engraving-custom-3d-print-luna-light-painting-light?sku=18067824290615889776603900,£10.60,£26.60,£15.90,,,"Family, Couples, Long Distance workers",Intermediate,37.3,2.1,35.5,75,"- **Opportunity Summary**: The Bumpin’ Love Photo Lamp targets families, couples, and long-distance workers, offering a unique and sentimental gift option that can enhance emotional connections.

- **Why It's High/Low Scoring**: The product has a decent profit margin (£15.93) and a favorable trend score (1.25), indicating growing interest, but competition is moderate (1.18), suggesting potential challenges in market saturation.

- **Marketing Angle**: Emphasize the lamp as a personalized gift that strengthens relationships, perfect for special occasions or as a comforting presence for those separated by distance.","1) **Winning Ad Angle:** ""Illuminate Your Love: A Unique Way to Stay Connected, No Matter the Distance.""

2) **One-Line Hook:** ""Light up your love story with the Bumpin’ Love Photo Lamp—where memories shine bright!""

3) **Target Audience:** Couples in long-distance relationships, families separated by distance, and individuals looking for thoughtful gifts for loved ones.","- **Trend Score**: The high trend score indicates strong consumer interest and demand for unique, personalized lighting products like the Bumpin' Love Photo Lamp.  
- **Competition Score**: The high competition score suggests a saturated market with many similar products, making it challenging to stand out.  
- **Profit Score**: The profit score is high due to a favorable margin of £15.93, indicating good potential for profitability despite market challenges."
Twisty Jar,https://www.aliexpress.com/item/1005007523593593.html?spm=a2g0o.productlist.main.19.328dRwYiRwYiNd&algo_pvid=db381d97-02cc-4ebc-b03c-4c207cde0d77&algo_exp_id=db381d97-02cc-4ebc-b03c-4c207cde0d77-18&pdp_ext_f=%7B%22order%22%3A%22144%22%2C%22eval%22%3A%221%22%7D&pdp_npi=4%40dis%21GBP%214.74%212.37%21%21%216.19%213.09%21%40211b612817481588669305685e53e2%2112000044550694377%21sea%21UK%213982025827%21X&curPageLogUid=Lqhktb9bfy5y&utparam-url=scene%3Asearch%7Cquery_from%3A,https://twistiejar.com/,£2.40,£19.00,£16.60,,,"Elderly, Families, Living Alone, Retirement, Arthiritus ",Intermediate,37.4,2.3,35.8,75.5,"- **Opportunity Summary**: The Twisty Jar targets a growing market of elderly individuals and families, offering a practical solution for those with arthritis or limited hand strength, with a decent profit margin of £16.63.

- **Why It's High/Low Scoring**: The product has a strong trend score (37.45) indicating increasing interest, but the competition score (35.83) suggests a moderately saturated market, which may limit growth potential.

- **Marketing Angle**: Emphasize ease of use and independence for elderly users, highlighting how the Twisty Jar can enhance daily living and reduce frustration in food preparation and storage.","1) **Winning Ad Angle:** Emphasize ease of use and independence for those with limited hand strength, showcasing how the Twisty Jar empowers users to open jars effortlessly.

2) **One-Line Hook:** ""Unlock your independence—open any jar with just a twist!""

3) **Target Audience:** Elderly individuals, families caring for aging parents, and those living alone with arthritis or limited hand mobility.","- **Trend Score**: The high trend score indicates strong consumer interest and demand for innovative storage solutions like the Twisty Jar.  
- **Competition Score**: The high competition score suggests a saturated market with many similar products, making it challenging to stand out.  
- **Profit Score**: The profit score is high due to a favorable margin of £16.63, indicating good potential for profitability despite market challenges."
Smiley Slippers,https://www.aliexpress.com/item/1005003490821867.html?spm=a2g0o.productlist.0.0.7f1f4d99iixMCs&algo_pvid=679165c3-d7c4-49cf-ab7d-2923dd778dc4&aem_p4p_detail=2021112909330133322867724780029969512&algo_exp_id=679165c3-d7c4-49cf-ab7d-2923dd778dc4-0&pdp_ext_f=%7B%22sku_id%22%3A%2212000026031672011%22%7D,https://smileystate.com/products/smiley-slippers,£8.40,£30.00,£21.60,,,Fashion,Intermediate,38.2,3.2,38.2,79.7,"- **Opportunity Summary**: Smiley Slippers show a solid profit margin of £21.63, indicating potential for good returns in the fashion niche, particularly among consumers seeking trendy and comfortable footwear.

- **Why It's High/Low Scoring**: The trend score (1.27) is slightly lower than the competition score (1.27), suggesting that while there is demand, it may not be as strong as competitors, indicating a need for differentiation.

- **Marketing Angle**: Emphasize the unique blend of comfort and style, targeting fashion-conscious consumers looking for playful yet practical footwear options that enhance their casual wardrobe.","1) **Winning Ad Angle:** Emphasize comfort and joy, highlighting how Smiley Slippers bring a smile to your day while keeping your feet cozy.

2) **One-Line Hook:** ""Step into happiness with every cozy stride in our Smiley Slippers!""

3) **Target Audience:** Young adults and teens (ages 16-30) who value comfort and style in their loungewear, particularly those who enjoy playful and trendy home accessories.",#NAME?
Bottle Opener Gun,https://www.aliexpress.com/item/1005003026338305.html?spm=a2g0o.productlist.0.0.23cc43delCG5SY&algo_pvid=30776cf5-73f2-4761-9f2d-de479e57f0e8&algo_exp_id=30776cf5-73f2-4761-9f2d-de479e57f0e8-10&pdp_ext_f=%7B%22sku_id%22%3A%2212000023309448413%22%7D,https://auniversalgift.com/product/bottle-cap-gun-launcher-bottle-opener-shoots-over-5m/,£2.80,£20.00,£17.20,,,Other,Intermediate,37.5,2.4,36.1,76,"- **Opportunity Summary**: The Bottle Opener Gun presents a unique novelty item with a decent profit margin of £17.16, appealing to consumers looking for fun and functional gadgets.

- **Why It's High/Low Scoring**: The product's trend score (37.53) indicates growing interest, while the competition score (36.08) suggests moderate market saturation, making it a balanced opportunity with potential for differentiation.

- **Marketing Angle**: Position the Bottle Opener Gun as a must-have party accessory or gift for beer enthusiasts, emphasizing its playful design and functionality to attract attention in social settings.","1) **Winning Ad Angle:** ""Unleash Your Inner Bartender: The Fun and Functional Bottle Opener Gun for Every Occasion!""

2) **One-Line Hook:** ""Pop open your favorite drinks with a bang—turn every bottle into a celebration!""

3) **Target Audience:** Young adults (ages 21-35) who enjoy social gatherings, parties, and unique gadgets, particularly those with an interest in novelty items and home bar accessories.","- **Trend Score**: The high trend score indicates a growing interest or novelty in unique bottle opener designs, particularly those with a playful or thematic twist like a gun shape.  
- **Competition Score**: The high competition score suggests that there are many similar products in the market, making it challenging to stand out.  
- **Profit Score**: The high profit score of £17.16 indicates a strong margin, suggesting that the product can be sold at a premium compared to its production costs."
Selfie Drone,"https://www.aliexpress.com/item/32920436824.html?spm=a2g0o.detail.1000013.5.78253077djLXIE&gps-id=pcDetailBottomMoreThisSeller&scm=1007.13339.169870.0&scm_id=1007.13339.169870.0&scm-url=1007.13339.169870.0&pvid=892dfe0a-095a-4336-82b7-faf30b9f77cc&_t=gps-id:pcDetailBottomMoreThisSeller,scm-url:1007.13339.169870.0,pvid:892dfe0a-095a-4336-82b7-faf30b9f77cc,tpp_buckets:668%232846%238116%232002&&pdp_ext_f=%7B%22sceneId%22:%223339%22,%22sku_id%22:%2266044226921%22%7D",https://www.cyborgshop.lt/syma/syma-z1-dronas.html,£87.20,£150.00,£62.80,,,Tech,Intermediate,38.2,11.3,38.4,88,"1) **Opportunity Summary**: The Selfie Drone has a solid profit margin of £62.78, indicating potential for good returns in the tech niche, particularly among tech-savvy consumers.

2) **Why It's High/Low Scoring**: The trend score (1.27) is slightly lower than the competition score (1.28), suggesting that while there is interest in selfie drones, competition is strong, which may limit growth potential.

3) **Marketing Angle**: Emphasize the unique features of the Selfie Drone, such as ease of use and high-quality imaging, targeting social media enthusiasts looking to enhance their content creation.","1) **Winning Ad Angle:** Capture life's moments from a new perspective with effortless aerial selfies.

2) **One-Line Hook:** ""Elevate your selfies to new heights—experience the world from above!""

3) **Target Audience:** Tech-savvy millennials and Gen Z individuals who enjoy photography, travel, and social media sharing.","- **Trend Score**: The high trend score indicates a growing popularity and demand for selfie drones in the market, driven by social media and personal photography trends.  
- **Competition Score**: The high competition score suggests a saturated market with many players offering similar products, making it challenging to stand out.  
- **Profit Score**: The high profit score reflects a strong margin on the product, indicating that it is priced well above production costs, appealing to consumers willing to invest in quality."
Safe Key For Hotel,https://www.aliexpress.com/item/4000785282969.html?spm=a2g0o.productlist.0.0.1dee5f648ZCmK0&algo_pvid=a6f6a984-01d7-45e9-92d9-7b7693105eeb&aem_p4p_detail=202109250203192893535553429210010833015&algo_exp_id=a6f6a984-01d7-45e9-92d9-7b7693105eeb-4&pdp_ext_f=%7B%22sku_id%22%3A%2210000007818211954%22%7D,https://www.ka-99.top/products.aspx?cname=adda+lock&cid=6,£6.30,£20.00,£13.70,,,Other,Intermediate,37,1.7,34.4,73.1,"- **Opportunity Summary**: The Safe Key for hotels presents a profitable niche product with a solid profit margin of £13.68, indicating potential for good returns in the hospitality sector.

- **Why It's High/Low Scoring**: The product's trend score of 37.01 suggests strong market interest, while the competition score of 34.40 indicates moderate competition, making it a favorable opportunity for entry.

- **Marketing Angle**: Emphasize security and convenience for hotel guests, positioning the Safe Key as an essential tool for enhancing guest experience and peace of mind during their stay.","1) **Winning Ad Angle:** Emphasize the peace of mind and security that comes with using Safe Key for hotel stays, highlighting its innovative design that prevents unauthorized access.

2) **One-Line Hook:** ""Unlock worry-free travel with Safe Key – your ultimate hotel security solution!""

3) **Target Audience:** Frequent travelers, business professionals, and vacationers who prioritize safety and convenience during their hotel stays.","- **Trend Score**: The high trend score indicates a growing interest or demand for hotel security solutions, reflecting increased consumer awareness of safety.  
- **Competition Score**: The high competition score suggests a saturated market with many players offering similar products, making it challenging to stand out.  
- **Profit Score**: The profit score is high due to a favorable margin of £13.68, indicating that the product can generate significant revenue per sale despite market challenges."
3D Printing Pen,https://www.aliexpress.com/item/4001283738111.html?spm=a2g0o.productlist.0.0.5d1530438Uab8s&algo_pvid=4ef62510-e343-4527-9921-ac152f1bf9df&aem_p4p_detail=20210925020437133172678195900010957089&algo_exp_id=4ef62510-e343-4527-9921-ac152f1bf9df-2&pdp_ext_f=%7B%22sku_id%22%3A%2210000015600844039%22%7D,https://dipssy.com/3d-creative-pen-100-meter-abs-20-colors/,£5.20,£40.00,£34.80,,,Tech,Intermediate,40.1,5.8,44.6,90.6,"- **Opportunity Summary**: The 3D printing pen shows a solid profit margin of £34.83, indicating potential for good returns in the tech niche, particularly among intermediate skill users.

- **Why It's High/Low Scoring**: The trend score (1.34) suggests growing interest, while the competition score (1.49) indicates a moderately competitive market, making it a balanced opportunity with room for differentiation.

- **Marketing Angle**: Position the pen as an innovative tool for creativity and design, targeting hobbyists and educators looking to enhance hands-on learning experiences in tech and art.","1) **Winning Ad Angle:** Unleash your creativity and bring your ideas to life with precision and ease using our 3D Printing Pen.

2) **One-Line Hook:** ""Transform your imagination into reality—draw in 3D with just a pen!""

3) **Target Audience:** Creative individuals aged 18-35, including artists, designers, hobbyists, and DIY enthusiasts looking for innovative tools to express their creativity.","- **Trend Score**: The high trend score indicates growing consumer interest in creative and innovative tools like 3D printing pens.  
- **Competition Score**: The high competition score suggests a saturated market with many brands and products vying for attention.  
- **Profit Score**: The high profit score reflects strong margins, indicating that the product is priced well relative to its production costs."
